12 9
250,250,250 232,232,232 235,235,235 231,231,231 211,211,211 237,237,237 235,235,235 195,195,195 246,246,246
224,224,224 200,200,200 216,216,216 7,7,7 3,3,3 246,246,246 251,251,251 212,212,212 255,255,255
247,247,247 241,241,241 9,9,9 2,2,2 1,1,1 249,249,249 244,244,244 202,202,202 246,246,246
250,250,250 1,1,1 3,3,3 3,3,3 2,2,2 229,229,229 217,217,217 205,205,205 227,227,227
213,213,213 234,234,234 251,251,251 2,2,2 11,11,11 217,217,217 252,252,252 216,216,216 239,239,239
233,233,233 237,237,237 251,251,251 2,2,2 3,3,3 216,216,216 252,252,252 228,228,228 253,253,253
210,210,210 234,234,234 255,255,255 0,0,0 0,0,0 214,214,214 234,234,234 224,224,224 249,249,249
216,216,216 246,246,246 249,249,249 1,1,1 9,9,9 214,214,214 254,254,254 228,228,228 249,249,249
228,228,228 241,241,241 251,251,251 7,7,7 0,0,0 218,218,218 242,242,242 219,219,219 252,252,252
215,215,215 254,254,254 251,251,251 2,2,2 2,2,2 210,210,210 243,243,243 224,224,224 251,251,251
188,188,188 5,5,5 0,0,0 6,6,6 0,0,0 3,3,3 0,0,0 221,221,221 239,239,239
204,204,204 226,226,226 216,216,216 194,194,194 233,233,233 201,201,201 247,247,247 230,230,230 255,255,255
