5 12
188,188,188 210,210,210 193,193,193 183,183,183 198,198,198
255,255,255 255,255,255 244,244,244 247,247,247 244,244,244
195,195,195 235,235,235 249,249,249 255,255,255 191,191,191
249,249,249 253,253,253 242,242,242 255,255,255 255,255,255
192,192,192 199,199,199 197,197,197 187,187,187 186,186,186
194,194,194 200,200,200 183,183,183 195,195,195 186,186,186
255,255,255 254,254,254 246,246,246 255,255,255 239,239,239
242,242,242 255,255,255 255,255,255 247,247,247 185,185,185
236,236,236 247,247,247 255,255,255 234,234,234 254,254,254
255,255,255 254,254,254 249,249,249 250,250,250 193,193,193
255,255,255 255,255,255 236,236,236 255,255,255 254,254,254
255,255,255 255,255,255 255,255,255 255,255,255 194,194,194
