5 12
255,255,255 252,252,252 237,237,237 247,247,247 255,255,255
192,192,192 251,251,251 255,255,255 255,255,255 191,191,191
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
194,194,194 249,249,249 247,247,247 250,250,250 203,203,203
197,197,197 179,179,179 185,185,185 199,199,199 191,191,191
178,178,178 208,208,208 186,186,186 206,206,206 169,169,169
255,255,255 255,255,255 247,247,247 255,255,255 255,255,255
184,184,184 255,255,255 244,244,244 192,192,192 255,255,255
236,236,236 253,253,253 255,255,255 240,240,240 255,255,255
203,203,203 239,239,239 254,254,254 192,192,192 255,255,255
255,255,255 249,249,249 251,251,251 255,255,255 235,235,235
198,198,198 255,255,255 254,254,254 179,179,179 247,247,247
