5 12
251,251,251 188,188,188 253,253,253 255,255,255 255,255,255
255,255,255 251,251,251 247,247,247 255,255,255 252,252,252
255,255,255 193,193,193 245,245,245 254,254,254 244,244,244
255,255,255 253,253,253 249,249,249 253,253,253 252,252,252
252,252,252 179,179,179 200,200,200 209,209,209 179,179,179
249,249,249 254,254,254 255,255,255 255,255,255 252,252,252
254,254,254 185,185,185 191,191,191 255,255,255 250,250,250
255,255,255 254,254,254 253,253,253 247,247,247 255,255,255
249,249,249 183,183,183 203,203,203 253,253,253 236,236,236
255,255,255 242,242,242 244,244,244 255,255,255 247,247,247
196,196,196 207,207,207 167,167,167 255,255,255 255,255,255
242,242,242 255,255,255 248,248,248 255,255,255 247,247,247
