5 12
251,251,251 188,188,188 253,253,253 255,255,255 255,255,255
255,255,255 251,251,251 247,247,247 255,255,255 252,252,252
255,255,255 193,193,193 245,245,245 254,254,254 244,244,244
255,255,255 253,253,253 249,249,249 253,253,253 252,252,252
252,252,252 179,179,179 200,200,200 209,209,209 179,179,179
249,249,249 254,254,254 255,255,255 255,255,255 252,252,252
255,255,255 181,181,181 194,194,194 253,253,253 255,255,255
255,255,255 249,249,249 255,255,255 245,245,245 253,253,253
246,246,246 200,200,200 193,193,193 245,245,245 246,246,246
248,248,248 255,255,255 249,249,249 255,255,255 253,253,253
174,174,174 209,209,209 195,195,195 252,252,252 255,255,255
255,255,255 238,238,238 255,255,255 255,255,255 231,231,231
