5 12
251,251,251 188,188,188 253,253,253 255,255,255 255,255,255
255,255,255 251,251,251 247,247,247 255,255,255 252,252,252
255,255,255 193,193,193 245,245,245 254,254,254 244,244,244
255,255,255 253,253,253 249,249,249 253,253,253 252,252,252
252,252,252 179,179,179 200,200,200 209,209,209 179,179,179
249,249,249 254,254,254 255,255,255 255,255,255 252,252,252
251,251,251 188,188,188 193,193,193 249,249,249 255,255,255
249,249,249 255,255,255 241,241,241 255,255,255 245,245,245
255,255,255 194,194,194 193,193,193 255,255,255 255,255,255
255,255,255 231,231,231 251,251,251 255,255,255 254,254,254
175,175,175 175,175,175 196,196,196 254,254,254 230,230,230
255,255,255 250,250,250 255,255,255 241,241,241 255,255,255
