5 12
251,251,251 188,188,188 253,253,253 255,255,255 255,255,255
255,255,255 251,251,251 247,247,247 255,255,255 252,252,252
255,255,255 193,193,193 245,245,245 254,254,254 244,244,244
255,255,255 253,253,253 249,249,249 253,253,253 252,252,252
252,252,252 179,179,179 200,200,200 209,209,209 179,179,179
249,249,249 254,254,254 255,255,255 255,255,255 252,252,252
252,252,252 177,177,177 186,186,186 254,254,254 255,255,255
252,252,252 248,248,248 255,255,255 246,246,246 255,255,255
255,255,255 210,210,210 205,205,205 255,255,255 255,255,255
255,255,255 245,245,245 247,247,247 255,255,255 255,255,255
192,192,192 180,180,180 168,168,168 247,247,247 255,255,255
255,255,255 249,249,249 245,245,245 255,255,255 252,252,252
