5 12
251,251,251 188,188,188 253,253,253 255,255,255 255,255,255
255,255,255 251,251,251 247,247,247 255,255,255 252,252,252
255,255,255 193,193,193 245,245,245 254,254,254 244,244,244
255,255,255 253,253,253 249,249,249 253,253,253 252,252,252
252,252,252 179,179,179 200,200,200 209,209,209 179,179,179
249,249,249 254,254,254 255,255,255 255,255,255 252,252,252
251,251,251 192,192,192 199,199,199 248,248,248 255,255,255
255,255,255 244,244,244 255,255,255 255,255,255 247,247,247
255,255,255 191,191,191 195,195,195 245,245,245 249,249,249
250,250,250 255,255,255 243,243,243 250,250,250 251,251,251
200,200,200 172,172,172 199,199,199 255,255,255 253,253,253
255,255,255 255,255,255 226,226,226 255,255,255 255,255,255
