5 12
255,255,255 252,252,252 237,237,237 247,247,247 255,255,255
192,192,192 251,251,251 255,255,255 255,255,255 191,191,191
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
194,194,194 249,249,249 247,247,247 250,250,250 203,203,203
197,197,197 179,179,179 185,185,185 199,199,199 191,191,191
178,178,178 208,208,208 186,186,186 206,206,206 169,169,169
252,252,252 255,255,255 249,249,249 255,255,255 255,255,255
189,189,189 253,253,253 255,255,255 184,184,184 255,255,255
244,244,244 255,255,255 242,242,242 255,255,255 245,245,245
196,196,196 242,242,242 248,248,248 195,195,195 248,248,248
255,255,255 239,239,239 255,255,255 255,255,255 255,255,255
194,194,194 255,255,255 255,255,255 186,186,186 255,255,255
