5 12
251,251,251 188,188,188 253,253,253 255,255,255 255,255,255
255,255,255 251,251,251 247,247,247 255,255,255 252,252,252
255,255,255 193,193,193 245,245,245 254,254,254 244,244,244
255,255,255 253,253,253 249,249,249 253,253,253 252,252,252
252,252,252 179,179,179 200,200,200 209,209,209 179,179,179
249,249,249 254,254,254 255,255,255 255,255,255 252,252,252
255,255,255 190,190,190 182,182,182 255,255,255 255,255,255
255,255,255 236,236,236 252,252,252 255,255,255 247,247,247
238,238,238 192,192,192 187,187,187 245,245,245 255,255,255
247,247,247 250,250,250 255,255,255 238,238,238 255,255,255
200,200,200 198,198,198 191,191,191 255,255,255 254,254,254
253,253,253 255,255,255 253,253,253 251,251,251 242,242,242
