5 12
255,255,255 252,252,252 237,237,237 247,247,247 255,255,255
192,192,192 251,251,251 255,255,255 255,255,255 191,191,191
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
194,194,194 249,249,249 247,247,247 250,250,250 203,203,203
197,197,197 179,179,179 185,185,185 199,199,199 191,191,191
178,178,178 208,208,208 186,186,186 206,206,206 169,169,169
253,253,253 246,246,246 255,255,255 248,248,248 247,247,247
172,172,172 255,255,255 246,246,246 192,192,192 255,255,255
248,248,248 255,255,255 243,243,243 255,255,255 236,236,236
199,199,199 255,255,255 253,253,253 192,192,192 255,255,255
237,237,237 248,248,248 250,250,250 255,255,255 255,255,255
192,192,192 255,255,255 254,254,254 179,179,179 247,247,247
