5 12
251,251,251 188,188,188 253,253,253 255,255,255 255,255,255
255,255,255 251,251,251 247,247,247 255,255,255 252,252,252
255,255,255 193,193,193 245,245,245 254,254,254 244,244,244
255,255,255 253,253,253 249,249,249 253,253,253 252,252,252
252,252,252 179,179,179 200,200,200 209,209,209 179,179,179
249,249,249 254,254,254 255,255,255 255,255,255 252,252,252
242,242,242 187,187,187 195,195,195 247,247,247 255,255,255
250,250,250 253,253,253 255,255,255 250,250,250 245,245,245
248,248,248 193,193,193 200,200,200 241,241,241 242,242,242
255,255,255 240,240,240 232,232,232 255,255,255 255,255,255
187,187,187 201,201,201 176,176,176 255,255,255 255,255,255
255,255,255 254,254,254 245,245,245 255,255,255 242,242,242
