5 12
244,244,244 255,255,255 255,255,255 244,244,244 253,253,253
245,245,245 251,251,251 188,188,188 255,255,255 255,255,255
240,240,240 254,254,254 255,255,255 243,243,243 254,254,254
255,255,255 255,255,255 192,192,192 201,201,201 186,186,186
197,197,197 185,185,185 195,195,195 182,182,182 195,195,195
183,183,183 187,187,187 193,193,193 247,247,247 255,255,255
255,255,255 251,251,251 255,255,255 255,255,255 196,196,196
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 247,247,247 243,243,243 236,236,236 174,174,174
253,253,253 255,255,255 255,255,255 255,255,255 255,255,255
248,248,248 255,255,255 255,255,255 243,243,243 208,208,208
239,239,239 255,255,255 255,255,255 255,255,255 255,255,255
