5 12
255,255,255 252,252,252 237,237,237 247,247,247 255,255,255
192,192,192 251,251,251 255,255,255 255,255,255 191,191,191
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
194,194,194 249,249,249 247,247,247 250,250,250 203,203,203
197,197,197 179,179,179 185,185,185 199,199,199 191,191,191
178,178,178 208,208,208 186,186,186 206,206,206 169,169,169
245,245,245 251,251,251 254,254,254 239,239,239 255,255,255
195,195,195 255,255,255 255,255,255 197,197,197 255,255,255
255,255,255 255,255,255 252,252,252 255,255,255 252,252,252
194,194,194 251,251,251 244,244,244 195,195,195 251,251,251
246,246,246 243,243,243 254,254,254 243,243,243 255,255,255
193,193,193 255,255,255 255,255,255 174,174,174 255,255,255
