5 12
188,188,188 210,210,210 193,193,193 183,183,183 198,198,198
255,255,255 255,255,255 244,244,244 247,247,247 244,244,244
195,195,195 235,235,235 249,249,249 255,255,255 191,191,191
249,249,249 253,253,253 242,242,242 255,255,255 255,255,255
192,192,192 199,199,199 197,197,197 187,187,187 186,186,186
194,194,194 200,200,200 183,183,183 195,195,195 186,186,186
255,255,255 242,242,242 255,255,255 240,240,240 255,255,255
255,255,255 253,253,253 255,255,255 250,250,250 186,186,186
233,233,233 255,255,255 242,242,242 255,255,255 252,252,252
244,244,244 247,247,247 255,255,255 248,248,248 187,187,187
224,224,224 255,255,255 255,255,255 245,245,245 253,253,253
255,255,255 255,255,255 254,254,254 251,251,251 195,195,195
